기준,이름,휴대폰번호,이메일,집주소,주민번호,생년월일,직업,카드번호,종교,정치정당,운전면허번호,IP주소,은행계좌번호,신용카드번호,병명(질환),sns계정
2018-05-04,차도윤,041-205-3280,honggyeongja@example.com,부산광역시 광진구 오금0가,240815-1885289,2001-08-16,변호사,3509273157329114,천주교,국민의힘,MFT 057,53.104.57.134,WIBV63838161196493,36359375307152,암,jiweonji
2002-10-30,김성훈,061-358-2194,hongjihye@example.net,경기도 안산시 단원구 선릉가 (옥자김김읍),460710-2752417,1955-08-30,숙박시설 서비스원,2407288341353445,기타,기타,69-08496,99.121.26.49,PYHX38418674350668,4742059191220839336,당뇨병,boram00
2007-07-31,최영길,010-7463-8595,hyeonjeongan@example.org,울산광역시 송파구 역삼길,140214-1198435,1920-07-21,기타 사무원,4779191701399568,기타,국민의힘,733-ZNI,102.124.126.106,KYNV65718188100319,376541792465592,없음,junhoi
2003-04-21,이현숙,016-942-3827,ybag@example.org,서울특별시 도봉구 오금거리,110028-1295937,1914-04-23,직업 운동선수,4144884629260627,기독교,기타,105 NYD,79.208.155.150,SVJZ46581226010313,5254949039790662,암,misuggim
2005-04-06,문준서,031-887-8621,juweon38@example.org,서울특별시 노원구 석촌호수길 (현지고심마을),540114-1945699,1964-11-03,타이어 및 고무제품 생산기 조작원,4514067378120141,불교,정의당,7FQ 227,203.2.197.244,OYUM33697636353608,30256257510612,당뇨병,gangseohyeon
2019-10-12,박정순,032-400-6834,sanghyeonbag@example.org,경상남도 영동군 개포거리,630412-2320975,1989-12-04,자동차 정비원,4693579028902002,기타,정의당,424-UPC,36.66.209.66,JWSM33239309099431,4889250012383765,암,gimeunyeong
2022-05-29,서상철,031-469-0491,baegjihu@example.net,서울특별시 동작구 오금로 (춘자한읍),260611-2186507,1950-07-09,건축 석공,180070688257109,기타,민주당,4QT 670,23.218.220.110,ZNBB70164343119943,4144168128360280,암,yeongil68
2019-12-01,나민수,019-154-6136,yeongsu36@example.net,서울특별시 동구 가락959길,540213-2220001,1995-08-12,과수작물 재배원,370925909428849,불교,정의당,R88 0CB,175.163.197.22,HFXL20097144735309,4062230814650297,고혈압,miyeonggim
2004-03-24,손현지,031-252-4935,hyejin73@example.org,대구광역시 구로구 압구정거리,220126-2450006,1981-01-27,한의사,4125593874727924,무교,국민의힘,HYL 036,186.151.0.241,OBTA45701954860326,2244337264920156,당뇨병,di
2022-03-20,민상훈,043-786-2135,gyeongsug27@example.com,대전광역시 영등포구 테헤란가,400104-1418072,1942-01-21,기타 기술영업 및 중개 관련 종사자,2720761439462542,기타,정의당,734RP,88.178.88.172,JJML25005421814906,5515230068081025,천식,gimeungyeong
2010-08-11,주영철,051-835-5306,juweonan@example.org,대구광역시 관악구 테헤란260길,650915-2181151,1989-12-04,웹 및 멀티미디어 디자이너,5500920183481780,무교,기타,BVE-964,123.6.162.207,CQIJ59289712728513,3536186290654981,당뇨병,baghyejin
2007-03-25,이우진,010-8669-0198,yeongceolbag@example.org,경기도 부천시 언주6로,680800-2637823,1981-09-11,일반 의사,639046206632,기독교,정의당,ESS8810,5.183.106.172,RMUD94566337342779,213199278304350,없음,li
2004-10-25,장지아,061-351-8812,eomhyeonjun@example.com,울산광역시 노원구 봉은사거리 (옥자이동),710522-2912689,2004-01-09,인사 및 교육/훈련 사무원,6011823067275411,기타,기타,5197,220.4.54.132,YOKC37749773860790,572622710331,당뇨병,dohyeon89
2020-10-09,권건우,033-457-0064,sugjagim@example.net,세종특별자치시 강남구 반포대388가 (정식유면),750514-1651767,1979-12-02,제품 디자이너,4364920345291190,무교,기타,ZMZ 363,129.135.171.27,GOMZ42397375496444,3545377287527178,천식,eunjubag
2009-03-11,박상호,051-678-6095,seungminu@example.net,경상남도 양양군 잠실45길 (현정이리),480504-1360304,2014-09-18,상/하수도 처리장치 조작원,575573367795,기타,민주당,511 9KG,143.148.139.14,XNWI82807048042060,180022822539363,당뇨병,gyeongjacoe
2023-09-16,이현준,041-773-0994,yeongjingim@example.org,대구광역시 강남구 잠실가 (보람이권읍),330018-1010381,1947-11-10,금융관련 사무원,3505212984027099,기타,기타,0-2488F,164.245.118.39,RTSY92778988091201,371466798455667,고혈압,casujin
2011-09-09,강지혜,032-429-1375,haeun86@example.com,경상남도 청주시 청원구 백제고분95길,150828-2300567,1946-05-10,물리 및 작업 치료사,4642958584060227,천주교,민주당,372-NWR,10.42.182.10,QLJF51798170821793,3583871085681768,암,seoyeongnam
2021-04-28,박은주,011-406-2224,seonyeongi@example.org,세종특별자치시 노원구 논현5로 (혜진양심마을),060822-1889646,1927-03-17,기술 및 기능계 강사,4052825444814460499,기타,정의당,9AN 149,41.231.137.157,RNNR21271823887696,4946664710399,당뇨병,pi
2022-02-08,문은경,063-910-9191,hyeonugim@example.net,서울특별시 구로구 학동58가 (예준최면),320324-1019814,1998-08-19,타이어 및 고무제품 생산기 조작원,4090730187867341,천주교,민주당,0882 HX,106.180.67.82,EFDN47828175219509,30302037384272,당뇨병,qbag
2024-06-13,백준영,061-468-7601,ijeongsug@example.com,경기도 춘천시 강남대6길 (진호김이면),900115-1952282,1969-07-15,촬영기사,6011145992652484,기타,기타,4P PF034,129.159.86.198,XRYO04430290870961,4109889929183,암,yeonggil17
2005-09-14,양경희,053-460-0021,dgim@example.net,세종특별자치시 관악구 서초중앙92길 (정희오권리),170203-1944877,1938-09-05,기타 사회복지관련 종사원,503876688287,기타,민주당,B31 3KU,44.153.173.170,JBXN20216638692050,2277844846232281,암,kgim
2005-12-21,김현정,042-272-4487,kgim@example.com,경상남도 수원시 권선구 테헤란495로,640803-2893699,1937-11-25,비서,3585308691031664,기타,정의당,276 4PM,206.126.6.98,UZKG31907230147867,4149686656171170,암,yeongsu41
2018-05-30,이예원,042-827-4086,boram74@example.com,충청북도 김포시 오금거리 (정식이마을),430406-1982365,1917-11-12,시민 단체 활동가,5345758782376723,불교,민주당,853 SGI,42.69.111.167,EKNO70254776413720,676288714980,암,hayun95
2019-08-24,이수진,052-315-1321,gimsanghyeon@example.net,부산광역시 도봉구 압구정213길 (옥자권읍),630822-1789876,1912-09-14,인사 및 교육/훈련 사무원,180035594892141,무교,민주당,E94-44U,71.161.100.86,ZNRW30860309425026,2514332436752903,고혈압,lbag
2017-08-19,박정훈,063-791-2985,bju@example.com,광주광역시 강북구 선릉987가,670200-2274168,1918-10-01,통역가,180093654912531,기타,기타,HPJ 268,79.242.82.91,IEXS81762100089354,3533872296941810,없음,juweoncoe
2021-10-24,한은영,041-621-7981,ojihu@example.org,서울특별시 동대문구 봉은사30거리 (상현고동),380127-2028340,1945-01-01,의무기록사,4139374724586627890,기타,국민의힘,95-W250,22.67.197.127,ZHWE37685126628491,2720490481321493,암,hyeonjeonggim
2003-06-03,이선영,044-925-6669,dgweon@example.net,대전광역시 강남구 서초대691로,420816-1808115,1954-05-22,제화원,4908432927986,천주교,기타,76-W265,25.85.247.78,AGOU23829326665751,180038176068361,당뇨병,ggim
2022-06-19,조도현,011-655-0270,jaeho38@example.com,제주특별자치도 고양시 일산서구 강남대가 (은경황송동),750111-2353038,1910-02-10,생산 및 품질 관리 사무원,378191994585751,기타,국민의힘,5P 9B1VXC,13.160.110.167,QAZV09728288293846,348599857759072,당뇨병,minjae88
2009-04-03,김민지,064-737-2289,igim@example.net,인천광역시 서대문구 도산대로,050620-2747726,1996-05-20,플라스틱제품 생산기 조작원,3594078826029797,무교,기타,04W 1319,177.123.202.11,CVRT88579221743727,30323487511875,없음,yangjihyeon
2000-07-13,김현정,041-446-0206,no@example.net,서울특별시 영등포구 양재천가,950304-2263111,1978-07-16,제조관련 단순 종사원,4610870647079711559,기타,기타,5RB1151,69.88.44.136,YWCQ78178344736955,4681124061995052,암,junyeong12
2013-01-28,최상철,062-364-4431,gwangsu45@example.com,경상북도 부천시 소사구 석촌호수로,040405-1271530,1976-05-13,캐드원,342446699716827,기독교,민주당,Q63 2JN,24.156.208.44,AZWY93901710740945,675915338692,암,qson
2002-02-02,허지영,011-180-1315,gbae@example.net,전라북도 태안군 서초대49거리,780212-1897342,1937-05-14,대학 교수,4208971159662802,천주교,민주당,0OR7950,8.175.82.118,JBXY16485760660495,6011622616082397,고혈압,rbag
2014-09-11,성미영,031-903-4262,hnam@example.com,충청남도 부천시 원미구 강남대로 (지민이마을),010517-1432485,1913-12-03,경호원,4305665455104867503,무교,민주당,HNW-5162,12.18.104.207,EMBA33064031429344,4237599319523880,천식,areum07
2014-04-05,문시우,017-767-7751,ugim@example.org,인천광역시 동대문구 잠실11길,350204-1972026,1921-12-06,노점 및 이동 판매원,639027713184,불교,정의당,URF-559,131.210.58.46,LDJF05099450583673,3594738429942312,당뇨병,wbag
2005-11-24,손도윤,062-638-0477,sumin82@example.org,인천광역시 동구 압구정82거리,660219-2939101,2012-08-28,주조원,4789623877493104,불교,국민의힘,Y48 5TY,198.57.250.21,LVJT93125576328870,630488967674,없음,cgim
2022-04-25,박정웅,032-525-3919,songyeongjin@example.net,충청남도 이천시 서초중앙로 (명자김박동),640613-2258083,1964-02-03,기타 공학관련 기술자 및 시험원,30251667388048,불교,기타,EDH 847,61.59.13.217,EOGO71120879462326,348662346698374,천식,baggyeongsug
2007-11-24,이선영,031-851-2789,gyeongjai@example.net,제주특별자치도 김포시 영동대81거리,360015-1704945,1965-07-20,주차 관리원 및 안내원,180089086147902,기타,민주당,83-7161N,166.20.21.194,QNGB13145167358388,4022641554746000968,당뇨병,hayunsin
2007-10-06,홍지훈,032-514-9971,mijeong14@example.org,경상남도 청주시 서원구 삼성가,630801-1144975,1990-04-16,용접기 조작원,30184888522899,불교,기타,095-WVV,86.123.121.67,EWFH85080683643961,676288709782,고혈압,coesumin
2019-10-07,장지은,016-753-0774,ngim@example.com,제주특별자치도 남양주시 압구정거리 (정수김이리),800208-2540314,1933-08-12,기타 공학관련 기술자 및 시험원,3503305983259341,천주교,정의당,OBO 330,192.137.99.54,RWVE88956459582084,6501676271366757,암,junho08
2007-09-03,김진호,011-660-2976,jaehono@example.net,전라북도 논산시 서초중앙로 (아름한백마을),590114-1517628,1911-02-11,청소원,4634408047241,무교,정의당,Q68 0OI,131.78.27.250,QCWW87581074279284,4618879531976564,고혈압,jiyeongim
2002-09-14,장영호,02-1711-2939,haseonghun@example.net,울산광역시 금천구 오금66로,250121-1555179,1921-01-11,캐드원,3576306561512301,기독교,정의당,292 9194,103.172.47.206,WVKM92263357330145,2276777414388575,암,jiayang
2010-03-24,양지후,070-1925-9174,lbae@example.net,강원도 논산시 논현길,340900-1954787,1993-10-02,무용가 및 안무가,6011165471832480,불교,민주당,3QE43,184.238.149.72,OEUY23410553382352,345880716052104,고혈압,seoyeonseong
2017-12-26,손미영,017-975-1112,mgim@example.net,부산광역시 은평구 개포845거리 (우진오마을),450824-2255589,1939-01-13,운송장비 조립원,3538897904691890,기타,민주당,675 MHQ,109.141.61.170,RZXS82351822105774,3569109125892030,고혈압,gimyeongsig
2000-02-25,박상호,018-483-9211,bagyejun@example.com,강원도 부천시 소사구 학동6로 (준서성리),390922-2143612,1982-01-21,매장계산원 및 요금정산원,675951981884,무교,정의당,JHZ-601,31.152.228.114,VGNM00560509882995,378872609745902,고혈압,si
2009-09-18,김시우,02-2931-0979,ano@example.net,인천광역시 광진구 오금거리,810327-1113182,1966-06-13,산업안전 및 위험 관리원,213175752693724,불교,민주당,468FXZ,212.186.71.99,QADN35057394291297,3557669133388200,천식,qgim
2009-06-27,나채원,041-171-5281,nhan@example.org,대전광역시 은평구 논현2길 (재호류읍),890405-1109115,1939-06-13,펄프 및 종이 제조장치 조작원,4994358360556543540,무교,민주당,GSW 042,210.189.139.40,NBUP96442473974072,213125631223078,고혈압,yjo
2012-08-05,장지민,042-687-5869,minjii@example.net,충청남도 횡성군 학동로 (영미김최리),760413-1298605,1918-01-08,내선전공,2234055719973826,천주교,민주당,607EIH,46.62.15.95,RRPR54737867185092,676185464655,천식,jeonbyeongceol
2014-12-31,김채원,064-778-8944,jeongsig35@example.org,인천광역시 금천구 가락2거리 (영순안김마을),940100-1830399,1950-09-25,영양사,3545129009315840,불교,민주당,9ZA20,204.227.203.111,ZLFI75743366648204,30588590030746,당뇨병,hyeonjugim
2009-02-18,김예진,016-171-6465,eunseo85@example.org,세종특별자치시 도봉구 서초중앙640가 (진호김리),590027-1835994,1936-10-08,인사 및 노사 관련 전문가,2283398032705719,기독교,민주당,SV-5961,214.52.66.33,JQOT95943211268453,2247217619781197,암,nna
2016-01-18,김순자,016-615-7066,haeungim@example.net,경상남도 수원시 장안구 서초중앙2길,990128-2309519,1984-09-16,비서,3556611540041049,불교,민주당,83O EH7,63.84.59.91,CPQD79280193871246,4742726338132570458,없음,gimjiyeon
2022-04-02,김지은,064-702-0866,junyeongcoe@example.net,전라남도 서산시 영동대23가,630725-2982078,2011-01-17,농림어업관련 단순 종사원,6596728929879172,기타,민주당,087-PHK,181.47.75.159,VSEJ01456717469638,213195956611835,없음,cunja94
2003-12-24,류주원,043-505-8064,casangceol@example.org,대전광역시 금천구 영동대로,330918-1903573,2024-03-28,음향 및 녹음 기사,4454737660682659,기독교,정의당,890-DWC,73.186.255.250,WOET78707895848249,3524033866948286,암,jihyeonjang
2023-04-22,송승민,062-464-6248,vnam@example.net,전라북도 인제군 석촌호수가,640328-2903663,1961-05-27,세탁관련 기계조작원,375721970485635,기타,민주당,F40 4AF,66.12.170.236,WBOJ55975152878822,4484283600957,당뇨병,junho95
2000-11-13,박정희,054-390-3201,hyeonjeonggim@example.org,충청남도 하남시 테헤란로 (미정박이마을),600817-2762796,1945-12-18,화학물 가공장치 조작원,4778098265753414,불교,국민의힘,TLE-9766,185.103.20.1,MYRI19098190509469,349060331263412,당뇨병,jiweongim
2002-05-03,홍성현,064-770-9128,cgim@example.org,인천광역시 금천구 선릉길,080012-2334332,2005-04-13,조경원,3538449973774940,천주교,기타,333863,54.105.233.67,ZQTN41998856388307,3569360339398567,천식,ehwang
2014-08-27,김현우,063-617-5803,seonyeonggim@example.net,충청북도 괴산군 서초중앙5가 (민재이리),800601-1369229,1976-06-16,구두 미화원,579466414763,불교,민주당,05-89347,110.113.105.52,BLJP45681779208245,180088247146001,암,jhong
2018-05-29,박순자,052-671-8889,tno@example.com,부산광역시 도봉구 잠실길,870604-1169959,1946-03-19,과실 및 채소 관련 기계조작원,4357893291404688,무교,국민의힘,30W 4654,107.183.134.92,VKDM89565286937225,3550393645096451,없음,ayang
2011-05-05,박현숙,032-569-2609,dju@example.net,울산광역시 송파구 잠실로,380609-1747045,1937-10-21,연구 관리자,3576507752168627,천주교,민주당,ZTN 802,112.53.19.185,ZIEY09860738055535,6011560298113686,당뇨병,ijeongja
2013-07-03,유경자,055-778-1263,gimhyeonjeong@example.com,충청남도 부천시 오정구 서초대5로 (영철이면),200504-1188174,1934-10-11,광고 및 홍보 전문가,4276440627947036,천주교,정의당,I12 6ZP,178.201.220.95,OZDC45275416084688,4983996827879471,고혈압,yeongsigi
2013-01-12,이지연,042-278-8553,ryujunyeong@example.com,강원도 용인시 도산대거리,830408-1573301,2000-05-04,냉/난방 관련 설비 조작원,503856851418,기독교,정의당,469-PAB,171.66.250.45,SXUI90768794681796,30209791498943,고혈압,ujinsin
2005-07-28,이정수,053-732-2573,yeongceol80@example.net,인천광역시 서대문구 선릉가,740104-2367581,2007-12-19,곡물가공제품 기계 조작원,676123928290,천주교,국민의힘,VW5 8053,168.145.92.108,POEG65025233781856,6011523389492963,암,osong
2022-10-06,김하은,010-5467-6731,ci@example.org,광주광역시 노원구 개포가,980712-1630508,1965-12-22,음향 및 녹음 기사,4708892218268,천주교,기타,J95-JPI,219.130.0.9,WOSB99381503289070,572429816109,암,nbae
